unemployed,ANYWORK,education_level,latino,race,home_food_costs,outside_food_costs,housing_status,LIVQTR,owe_backrent,owe_backmortgage,expect_eviction,income_bracket,income,expect_foreclosure,use_credit_cards,weight,EST_ST
2.0,1.0,4,1,2,350.0,350.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,145.67257955,11
1.0,1.0,7,1,4,,,,,77.0,77.0,77.0,,0.0,77.0,1.0,109.52223174,11
2.0,1.0,5,1,1,150.0,60.0,2.0,3.0,77.0,1.0,77.0,6.0,14772.47310433651,,1.0,88.60840646,11
2.0,2.0,7,1,2,200.0,70.0,1.0,3.0,77.0,77.0,77.0,1.0,2937.017948054453,77.0,,107.8796218,11
1.0,2.0,7,1,2,200.0,50.0,2.0,3.0,77.0,1.0,77.0,6.0,6693.796779459269,,,108.61604004,11
2.0,2.0,7,1,1,,,1.0,2.0,77.0,77.0,77.0,,0.0,77.0,,80.389594947,11
2.0,1.0,7,1,1,200.0,,2.0,2.0,77.0,1.0,77.0,8.0,5285.943479211895,,,54.069355693,11
2.0,2.0,6,1,1,140.0,150.0,2.0,8.0,77.0,1.0,77.0,8.0,555.3006222130099,,,342.45641261,11
2.0,2.0,3,1,2,200.0,0.0,4.0,9.0,77.0,77.0,77.0,1.0,4561.826855173568,77.0,,616.04287811,11
2.0,1.0,7,2,1,200.0,0.0,2.0,3.0,77.0,2.0,77.0,8.0,0.0,4.0,,54.391850865,11
2.0,1.0,7,2,1,200.0,35.0,2.0,,77.0,1.0,77.0,,5908.125553857169,,,79.416093158,11
2.0,1.0,7,1,1,500.0,50.0,2.0,9.0,77.0,1.0,77.0,8.0,0.0,,,54.069355693,11
2.0,1.0,3,1,2,300.0,300.0,3.0,7.0,1.0,77.0,,2.0,3785.631348868561,77.0,,616.04287811,11
2.0,1.0,7,2,1,250.0,0.0,1.0,2.0,77.0,77.0,77.0,8.0,0.0,77.0,,77.522584905,11
2.0,2.0,7,1,1,65.0,110.0,1.0,9.0,77.0,77.0,77.0,8.0,2803.946122632228,77.0,1.0,80.389594947,11
2.0,1.0,7,1,1,300.0,150.0,,,77.0,77.0,77.0,,15997.569367091783,77.0,,55.806555255,11
2.0,1.0,7,1,1,90.0,117.0,2.0,3.0,77.0,1.0,77.0,7.0,0.0,,,52.742529497,11
2.0,1.0,4,1,2,500.0,500.0,1.0,2.0,77.0,77.0,77.0,7.0,0.0,77.0,,81.006254031,11
2.0,1.0,6,1,1,350.0,0.0,2.0,2.0,77.0,1.0,77.0,,17237.98589550986,,,51.796716957,11
2.0,1.0,7,1,1,60.0,20.0,3.0,6.0,1.0,77.0,,5.0,13771.100730166832,77.0,,288.20960436,11
2.0,1.0,4,1,2,100.0,25.0,3.0,9.0,1.0,77.0,,3.0,3224.4504252057177,77.0,,5270.7481786,11
2.0,1.0,7,2,1,150.0,100.0,3.0,7.0,1.0,77.0,,5.0,0.0,77.0,,422.83935536,11
2.0,1.0,7,1,1,330.0,0.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,87.829654772,11
1.0,2.0,3,1,2,,,3.0,3.0,2.0,77.0,4.0,,0.0,77.0,,762.46048398,11
2.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,913.0512870342251,77.0,,93.047593504,11
2.0,1.0,7,1,1,200.0,100.0,2.0,3.0,77.0,1.0,77.0,8.0,2393.4282426343093,,,87.829654772,11
2.0,1.0,6,2,2,40.0,10.0,1.0,9.0,77.0,77.0,77.0,4.0,0.0,77.0,,64.227511174,11
1.0,2.0,3,1,2,,,,,77.0,77.0,77.0,,7238.271215141731,77.0,,496.83719384,11
2.0,2.0,6,1,1,200.0,50.0,1.0,7.0,77.0,77.0,77.0,1.0,13698.901767897529,77.0,,167.5928172,11
2.0,1.0,3,2,1,,,,,77.0,77.0,77.0,,25959.71472046588,77.0,,420.19404469,11
2.0,1.0,7,1,1,200.0,0.0,3.0,3.0,1.0,77.0,,7.0,1553.3552653603015,77.0,,51.796716957,11
2.0,1.0,6,1,1,125.0,60.0,3.0,9.0,1.0,77.0,,7.0,22742.16471570297,77.0,1.0,93.047593504,11
2.0,1.0,6,1,2,150.0,50.0,2.0,2.0,77.0,1.0,77.0,8.0,17774.368556183465,,1.0,133.03419262,11
2.0,1.0,7,1,1,250.0,75.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,54.069355693,11
2.0,2.0,4,1,4,,,3.0,1.0,2.0,77.0,1.0,,0.0,77.0,1.0,150.97080221,11
2.0,2.0,7,1,2,65.0,0.0,3.0,9.0,1.0,77.0,,1.0,0.0,77.0,,107.8796218,11
2.0,1.0,6,1,2,100.0,100.0,1.0,2.0,77.0,77.0,77.0,6.0,0.0,77.0,,79.743425153,11
1.0,1.0,4,1,2,150.0,20.0,1.0,9.0,77.0,77.0,77.0,4.0,8747.232574127136,77.0,1.0,81.006254031,11
2.0,1.0,7,2,1,350.0,100.0,2.0,6.0,77.0,1.0,77.0,8.0,0.0,,,79.416093158,11
1.0,2.0,4,1,2,150.0,50.0,4.0,5.0,77.0,77.0,77.0,2.0,0.0,77.0,,256.78216107,11
2.0,2.0,6,2,1,300.0,0.0,1.0,2.0,77.0,77.0,77.0,8.0,0.0,77.0,,64.227511174,11
2.0,1.0,2,1,2,189.0,340.0,3.0,6.0,1.0,77.0,,,0.0,77.0,,738.93752621,11
1.0,2.0,7,1,1,215.0,50.0,2.0,2.0,77.0,1.0,77.0,8.0,8982.910536532192,,1.0,80.389594947,11
2.0,2.0,3,1,2,100.0,20.0,,,77.0,77.0,77.0,,3545.4879585115646,77.0,,891.08127574,11
2.0,1.0,6,1,1,200.0,100.0,1.0,9.0,77.0,77.0,77.0,7.0,0.0,77.0,,80.389594947,11
1.0,1.0,6,2,1,250.0,25.0,3.0,7.0,1.0,77.0,,5.0,10852.953432265018,77.0,,78.319906896,11
1.0,1.0,7,1,1,50.0,100.0,3.0,9.0,1.0,77.0,,7.0,0.0,77.0,1.0,93.047593504,11
2.0,1.0,7,2,1,100.0,20.0,3.0,9.0,1.0,77.0,,7.0,0.0,77.0,,65.136620433,11
2.0,1.0,7,1,1,200.0,100.0,,,77.0,77.0,77.0,,9175.951160020717,77.0,,57.77454569,11
2.0,1.0,7,1,1,100.0,0.0,2.0,9.0,77.0,1.0,77.0,6.0,0.0,,1.0,93.047593504,11
2.0,1.0,6,1,1,30.0,20.0,3.0,9.0,1.0,77.0,,4.0,911.1268878728013,77.0,,54.069355693,11
2.0,1.0,7,1,2,105.0,50.0,3.0,3.0,1.0,77.0,,6.0,0.0,77.0,1.0,2370.2597042,11
1.0,2.0,6,2,1,,,2.0,8.0,77.0,1.0,77.0,6.0,6627.603121885117,,,869.31771427,11
1.0,1.0,3,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,335.90647223,11
1.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,54.069355693,11
1.0,1.0,4,1,2,,,,,77.0,77.0,77.0,,3165.0730472691903,77.0,1.0,174.83785779,11
2.0,1.0,7,1,2,200.0,0.0,,,77.0,77.0,77.0,,10541.31130900366,77.0,,79.743425153,11
2.0,2.0,5,1,2,50.0,20.0,3.0,8.0,1.0,77.0,,1.0,0.0,77.0,,183.87281211,11
1.0,2.0,7,1,1,300.0,50.0,2.0,2.0,77.0,1.0,77.0,6.0,0.0,,,93.047593504,11
2.0,1.0,7,1,1,500.0,200.0,2.0,2.0,77.0,1.0,77.0,6.0,17878.832725712393,,,54.069355693,11
2.0,2.0,7,1,2,60.0,10.0,2.0,9.0,77.0,2.0,77.0,3.0,5452.839404055851,3.0,1.0,133.03419262,11
2.0,2.0,6,2,1,300.0,0.0,1.0,7.0,77.0,77.0,77.0,7.0,0.0,77.0,,100.52497169,11
2.0,1.0,7,1,1,300.0,100.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,93.047593504,11
2.0,1.0,7,1,2,250.0,25.0,3.0,2.0,1.0,77.0,,4.0,10983.502753506982,77.0,,133.03419262,11
2.0,1.0,7,1,2,150.0,200.0,1.0,6.0,77.0,77.0,77.0,6.0,0.0,77.0,,133.03419262,11
2.0,1.0,6,1,1,,,3.0,6.0,1.0,77.0,,,9286.826288457703,77.0,,112.08289325,11
2.0,1.0,7,1,1,300.0,60.0,1.0,2.0,77.0,77.0,77.0,8.0,7374.453588049409,77.0,1.0,646.85154191,11
2.0,1.0,7,1,1,140.0,0.0,3.0,7.0,1.0,77.0,,7.0,0.0,77.0,,161.30341919,11
2.0,1.0,6,1,1,100.0,140.0,2.0,8.0,77.0,1.0,77.0,8.0,17590.674003100765,,,156.86846997,11
1.0,1.0,6,1,3,100.0,30.0,3.0,9.0,1.0,77.0,,2.0,5900.432512353081,77.0,,601.45892331,11
2.0,1.0,7,1,2,130.0,55.0,1.0,3.0,77.0,77.0,77.0,5.0,7384.521477497363,77.0,1.0,107.8796218,11
2.0,2.0,2,1,2,300.0,50.0,1.0,2.0,77.0,77.0,77.0,6.0,0.0,77.0,,762.46048398,11
,,4,1,1,,,,,77.0,77.0,77.0,,3429.434995629898,77.0,,137.01810073,11
2.0,1.0,7,1,1,300.0,170.0,2.0,2.0,77.0,1.0,77.0,7.0,11655.125662540615,,,51.796716957,11
2.0,1.0,7,1,2,400.0,400.0,2.0,9.0,77.0,1.0,77.0,8.0,1003.0302730409021,,,108.61604004,11
2.0,1.0,7,1,3,200.0,100.0,3.0,8.0,1.0,77.0,,8.0,0.0,77.0,,181.68687756,11
2.0,1.0,7,1,1,180.0,300.0,2.0,3.0,77.0,1.0,77.0,8.0,3532.7470048972323,,,55.157586462,11
2.0,2.0,6,1,1,120.0,100.0,1.0,9.0,77.0,77.0,77.0,7.0,0.0,77.0,,80.389594947,11
2.0,2.0,7,1,1,250.0,0.0,1.0,2.0,77.0,77.0,77.0,6.0,0.0,77.0,1.0,55.806555255,11
1.0,2.0,7,1,1,70.0,25.0,3.0,9.0,1.0,77.0,,4.0,3966.9045442673505,77.0,,80.389594947,11
1.0,2.0,2,1,2,,,3.0,9.0,1.0,77.0,,1.0,0.0,77.0,1.0,721.08245031,11
2.0,1.0,5,1,2,,,1.0,2.0,77.0,77.0,77.0,,0.0,77.0,,204.64892199,11
2.0,1.0,7,1,1,150.0,200.0,2.0,9.0,77.0,1.0,77.0,4.0,10217.990532099471,,1.0,87.829654772,11
1.0,2.0,6,1,1,60.0,200.0,1.0,2.0,77.0,77.0,77.0,4.0,0.0,77.0,,40.414232465,11
2.0,1.0,7,1,1,50.0,25.0,3.0,9.0,1.0,77.0,,6.0,0.0,77.0,,51.796716957,11
2.0,1.0,7,2,1,500.0,300.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,562.65362812,11
2.0,1.0,7,1,1,250.0,200.0,2.0,3.0,77.0,1.0,77.0,8.0,14450.969500213092,,,312.35781777,11
2.0,1.0,6,1,1,100.0,60.0,3.0,9.0,1.0,77.0,,5.0,3342.7808485132273,77.0,,143.84603546,11
2.0,2.0,5,1,2,75.0,50.0,2.0,3.0,77.0,1.0,77.0,4.0,3952.796819037297,,,354.77081789,11
2.0,1.0,7,1,1,115.0,20.0,2.0,3.0,77.0,1.0,77.0,,922.672330388703,,,295.20799737,11
1.0,2.0,6,1,2,80.0,11.0,1.0,2.0,77.0,77.0,77.0,6.0,0.0,77.0,1.0,107.8796218,11
2.0,1.0,7,1,1,100.0,200.0,2.0,3.0,77.0,1.0,77.0,8.0,8606.088656812282,,1.0,40.414232465,11
1.0,2.0,6,2,1,390.0,390.0,1.0,9.0,77.0,77.0,77.0,5.0,7570.235820323376,77.0,,54.391850865,11
2.0,1.0,4,1,2,,,,,77.0,77.0,77.0,,18620.12521637084,77.0,,252.89593777,11
2.0,1.0,7,1,1,350.0,100.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,51.796716957,11
2.0,2.0,6,1,2,75.0,35.0,1.0,2.0,77.0,77.0,77.0,7.0,2213.908465147103,77.0,1.0,107.8796218,11
1.0,2.0,6,1,1,250.0,80.0,3.0,2.0,1.0,77.0,,7.0,7790.64517478825,77.0,1.0,52.742529497,11
2.0,1.0,7,1,1,130.0,100.0,2.0,9.0,77.0,1.0,77.0,7.0,0.0,,1.0,1182.7694138,11
2.0,1.0,6,2,1,150.0,150.0,2.0,3.0,77.0,,77.0,,14041.216289676859,,,65.136620433,11
2.0,1.0,7,1,1,190.0,85.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,40.414232465,11
1.0,1.0,6,1,1,500.0,500.0,,,77.0,77.0,77.0,,8587.288909785357,77.0,1.0,54.069355693,11
2.0,1.0,7,1,1,200.0,75.0,2.0,3.0,77.0,1.0,77.0,8.0,1190.4150473549453,,,93.047593504,11
1.0,2.0,3,1,2,330.0,0.0,3.0,3.0,1.0,77.0,,1.0,2938.8472900590964,77.0,,549.59231247,11
2.0,1.0,7,1,1,250.0,60.0,2.0,3.0,77.0,1.0,77.0,8.0,14677.588853115278,,1.0,51.796716957,11
1.0,1.0,6,1,1,250.0,110.0,2.0,3.0,77.0,1.0,77.0,8.0,9328.71137953109,,,87.829654772,11
1.0,2.0,5,1,2,150.0,100.0,3.0,7.0,2.0,77.0,2.0,1.0,571.000283431279,77.0,1.0,256.78216107,11
2.0,2.0,3,1,2,59.0,0.0,3.0,8.0,1.0,77.0,,1.0,10968.63573800087,77.0,1.0,335.90647223,11
2.0,2.0,4,1,2,100.0,150.0,1.0,2.0,77.0,77.0,77.0,6.0,0.0,77.0,,204.64892199,11
2.0,1.0,7,1,1,44.0,50.0,2.0,8.0,77.0,1.0,77.0,4.0,0.0,,1.0,55.157586462,11
2.0,1.0,3,1,2,240.0,42.0,3.0,3.0,1.0,77.0,,5.0,5283.68240868753,77.0,,738.93752621,11
2.0,1.0,7,1,1,400.0,300.0,2.0,3.0,77.0,1.0,77.0,8.0,12491.437239699604,,,150.17999935,11
2.0,1.0,7,1,1,120.0,20.0,3.0,3.0,1.0,77.0,,4.0,12266.321409778953,77.0,1.0,1046.5783811,11
1.0,2.0,6,1,1,41.0,0.0,3.0,9.0,1.0,77.0,,4.0,0.0,77.0,,808.51554509,11
2.0,1.0,7,1,1,140.0,200.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,55.806555255,11
1.0,1.0,5,1,1,300.0,200.0,2.0,3.0,77.0,1.0,77.0,7.0,13038.826143367884,,1.0,88.60840646,11
1.0,1.0,4,1,2,,,1.0,3.0,77.0,77.0,77.0,4.0,0.0,77.0,,204.64892199,11
2.0,1.0,7,1,1,250.0,150.0,3.0,6.0,1.0,77.0,,4.0,0.0,77.0,,93.047593504,11
1.0,2.0,4,1,2,100.0,0.0,3.0,7.0,2.0,77.0,2.0,2.0,0.0,77.0,,252.89593777,11
2.0,1.0,5,1,2,300.0,,,,77.0,77.0,77.0,,0.0,77.0,,81.006254031,11
1.0,1.0,7,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,108.61604004,11
2.0,2.0,4,1,1,65.0,,1.0,3.0,77.0,77.0,77.0,5.0,0.0,77.0,,137.01810073,11
2.0,1.0,4,1,2,,,,,77.0,77.0,77.0,,21301.075605841037,77.0,,252.89593777,11
1.0,2.0,6,1,1,,,,,77.0,77.0,77.0,,14510.377300601273,77.0,1.0,56.538982314,11
2.0,1.0,7,1,2,100.0,200.0,3.0,9.0,1.0,77.0,,7.0,2035.8396724273407,77.0,,122.21400107,11
1.0,2.0,7,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,74.386360892,11
1.0,1.0,7,1,2,200.0,100.0,2.0,2.0,77.0,1.0,77.0,6.0,4505.980898761199,,1.0,108.61604004,11
2.0,2.0,7,1,2,50.0,50.0,2.0,2.0,77.0,2.0,77.0,,569.3233132378592,4.0,,133.03419262,11
2.0,1.0,7,1,1,100.0,30.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,51.796716957,11
2.0,1.0,7,1,1,120.0,0.0,2.0,3.0,77.0,1.0,77.0,6.0,0.0,,,51.796716957,11
2.0,2.0,6,1,1,250.0,0.0,2.0,2.0,77.0,1.0,77.0,7.0,0.0,,,56.538982314,11
1.0,2.0,6,1,1,100.0,50.0,2.0,2.0,77.0,1.0,77.0,6.0,0.0,,,150.17999935,11
2.0,2.0,6,1,1,,,,,77.0,77.0,77.0,,8049.632737623884,77.0,,80.389594947,11
1.0,1.0,4,1,1,60.0,15.0,2.0,9.0,77.0,1.0,77.0,3.0,0.0,,,60.772968826,11
2.0,1.0,7,1,1,200.0,100.0,2.0,7.0,77.0,1.0,77.0,7.0,1739.6431309334198,,,80.389594947,11
1.0,1.0,4,1,1,25.0,0.0,3.0,2.0,1.0,77.0,,1.0,7547.953360760495,77.0,,143.07152929,11
2.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,55.806555255,11
2.0,2.0,7,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,1.0,80.389594947,11
2.0,1.0,6,1,2,110.0,,3.0,3.0,1.0,77.0,,4.0,0.0,77.0,,108.61604004,11
2.0,1.0,4,1,2,,,,,77.0,77.0,77.0,,3761.1169433679074,77.0,1.0,174.83785779,11
,,6,1,1,,,,,77.0,77.0,77.0,,15254.374575483276,77.0,,68.094076165,11
2.0,2.0,6,1,1,400.0,350.0,2.0,3.0,77.0,1.0,77.0,8.0,17947.187551995277,,,2446.9914985,11
1.0,1.0,7,1,1,100.0,100.0,3.0,6.0,1.0,77.0,,5.0,4415.741722779629,77.0,,167.5928172,11
1.0,1.0,3,1,2,,,,,77.0,77.0,77.0,,3086.246262455629,77.0,,549.59231247,11
2.0,1.0,7,1,3,,,2.0,9.0,77.0,1.0,77.0,7.0,0.0,,,181.68687756,11
2.0,1.0,7,1,1,500.0,300.0,2.0,3.0,77.0,1.0,77.0,7.0,0.0,,,87.829654772,11
2.0,2.0,7,1,1,400.0,50.0,2.0,7.0,77.0,1.0,77.0,,0.0,,,80.389594947,11
2.0,1.0,7,1,1,350.0,100.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,57.77454569,11
1.0,2.0,6,1,2,90.0,,,,77.0,77.0,77.0,,0.0,77.0,,122.21400107,11
2.0,1.0,7,1,1,300.0,150.0,2.0,2.0,77.0,1.0,77.0,7.0,0.0,,1.0,52.742529497,11
2.0,1.0,6,1,1,200.0,0.0,2.0,3.0,77.0,1.0,77.0,6.0,8314.656689730424,,,51.796716957,11
1.0,1.0,3,1,2,600.0,500.0,3.0,5.0,2.0,77.0,2.0,1.0,0.0,77.0,,496.83719384,11
2.0,2.0,7,1,2,150.0,0.0,3.0,9.0,2.0,77.0,,1.0,5217.013279221072,77.0,1.0,95.65147396,11
1.0,2.0,7,1,1,200.0,50.0,1.0,3.0,77.0,77.0,77.0,8.0,6738.843520680787,77.0,,56.538982314,11
2.0,2.0,6,1,1,200.0,30.0,2.0,3.0,77.0,1.0,77.0,7.0,4494.357652480996,,1.0,87.829654772,11
2.0,1.0,5,1,1,,,,,77.0,77.0,77.0,,8513.952879445576,77.0,,110.69973187,11
1.0,1.0,6,1,3,100.0,30.0,2.0,8.0,77.0,1.0,77.0,5.0,2408.697459441207,,,111.40449979,11
1.0,2.0,7,1,2,,,,,77.0,77.0,77.0,,666.3899728143197,77.0,,74.386360892,11
1.0,2.0,7,1,2,95.0,0.0,3.0,5.0,1.0,77.0,,3.0,0.0,77.0,1.0,108.61604004,11
2.0,1.0,6,1,1,100.0,0.0,2.0,3.0,77.0,1.0,77.0,5.0,1062.6549318895193,,,150.17999935,11
2.0,1.0,6,1,2,150.0,50.0,3.0,5.0,1.0,77.0,,4.0,4587.934458275531,77.0,,108.61604004,11
1.0,2.0,3,1,2,194.0,,3.0,7.0,2.0,77.0,2.0,2.0,10123.872211280332,77.0,,604.05659887,11
2.0,1.0,7,1,1,75.0,30.0,3.0,9.0,1.0,77.0,,6.0,0.0,77.0,,52.742529497,11
2.0,1.0,7,1,1,0.0,125.0,1.0,9.0,77.0,77.0,77.0,3.0,0.0,77.0,,52.742529497,11
2.0,1.0,4,1,2,200.0,200.0,2.0,2.0,77.0,1.0,77.0,4.0,0.0,,1.0,174.83785779,11
1.0,1.0,7,1,1,250.0,20.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,1.0,150.17999935,11
2.0,2.0,6,1,1,100.0,0.0,3.0,5.0,1.0,77.0,,1.0,2619.677860856191,77.0,1.0,342.45641261,11
2.0,1.0,6,1,1,150.0,60.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,743.86621672,11
2.0,1.0,7,1,1,200.0,0.0,2.0,9.0,77.0,1.0,77.0,7.0,15654.039595394112,,1.0,40.414232465,11
2.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,6016.779969644753,77.0,,54.069355693,11
2.0,1.0,6,1,1,150.0,0.0,2.0,3.0,77.0,1.0,77.0,6.0,0.0,,,40.414232465,11
1.0,1.0,7,1,3,40.0,5.0,2.0,3.0,77.0,1.0,77.0,5.0,5271.222401955302,,1.0,109.52223174,11
2.0,2.0,7,1,1,600.0,0.0,1.0,9.0,77.0,77.0,77.0,3.0,9172.418682727432,77.0,,80.389594947,11
2.0,1.0,7,1,1,75.0,0.0,3.0,9.0,1.0,77.0,,6.0,5491.051772739243,77.0,1.0,51.796716957,11
2.0,1.0,7,1,1,100.0,0.0,2.0,9.0,77.0,1.0,77.0,6.0,8069.705570083002,,,80.389594947,11
2.0,1.0,6,2,1,120.0,20.0,3.0,9.0,1.0,77.0,,5.0,4636.477259890672,77.0,,364.57961833,11
1.0,2.0,4,1,2,400.0,100.0,3.0,3.0,2.0,77.0,4.0,2.0,0.0,77.0,,145.67257955,11
2.0,2.0,5,1,2,200.0,0.0,3.0,8.0,1.0,77.0,,1.0,589.3620728328917,77.0,,183.87281211,11
1.0,2.0,7,1,1,100.0,50.0,2.0,8.0,77.0,1.0,77.0,7.0,0.0,,,56.538982314,11
2.0,1.0,6,1,1,300.0,200.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,167.5928172,11
2.0,1.0,5,1,2,100.0,0.0,1.0,3.0,77.0,77.0,77.0,5.0,0.0,77.0,,204.64892199,11
1.0,1.0,7,1,1,300.0,100.0,2.0,3.0,77.0,1.0,77.0,8.0,11460.90681562511,,1.0,51.796716957,11
2.0,2.0,4,1,2,20.0,10.0,3.0,9.0,1.0,77.0,,3.0,0.0,77.0,,81.006254031,11
2.0,1.0,4,1,2,100.0,10.0,2.0,2.0,77.0,1.0,77.0,6.0,4954.112076923101,,,145.67257955,11
2.0,2.0,7,1,1,100.0,,1.0,2.0,77.0,77.0,77.0,6.0,0.0,77.0,,80.389594947,11
1.0,1.0,3,1,2,200.0,400.0,1.0,3.0,77.0,77.0,77.0,6.0,5735.887464478495,77.0,,496.83719384,11
1.0,2.0,6,1,2,40.0,0.0,1.0,2.0,77.0,77.0,77.0,3.0,0.0,77.0,,107.8796218,11
2.0,2.0,7,1,1,200.0,60.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,56.538982314,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,55.806555255,11
2.0,1.0,7,1,1,100.0,0.0,3.0,5.0,1.0,77.0,,4.0,12260.019613209097,77.0,,52.742529497,11
2.0,1.0,7,1,1,200.0,150.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,150.17999935,11
2.0,1.0,4,1,2,200.0,100.0,3.0,2.0,1.0,77.0,,8.0,0.0,77.0,1.0,145.67257955,11
2.0,1.0,7,1,1,275.0,75.0,2.0,2.0,77.0,1.0,77.0,7.0,0.0,,,55.806555255,11
2.0,1.0,7,1,1,60.0,25.0,2.0,2.0,77.0,1.0,77.0,7.0,13150.661730866614,,,93.047593504,11
2.0,1.0,6,1,1,190.0,120.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,51.796716957,11
1.0,2.0,3,1,2,300.0,200.0,3.0,6.0,1.0,77.0,,1.0,1611.180354173264,77.0,,549.59231247,11
1.0,2.0,4,2,2,0.0,0.0,3.0,6.0,2.0,77.0,2.0,1.0,8214.579329903496,77.0,,164.55688196,11
2.0,1.0,7,1,1,200.0,150.0,,,77.0,77.0,77.0,8.0,14043.022672907413,77.0,,56.538982314,11
2.0,2.0,1,1,2,,,,,77.0,77.0,77.0,,13981.852220407074,77.0,,604.05659887,11
2.0,1.0,7,1,1,120.0,25.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,52.742529497,11
2.0,1.0,7,1,3,,,2.0,3.0,77.0,1.0,77.0,4.0,0.0,,1.0,216.23529587,11
1.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,55.157586462,11
2.0,2.0,7,1,1,160.0,100.0,1.0,9.0,77.0,77.0,77.0,6.0,0.0,77.0,,52.742529497,11
1.0,1.0,7,1,1,300.0,20.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,54.069355693,11
2.0,1.0,6,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,122.21400107,11
2.0,1.0,7,1,1,,,1.0,3.0,77.0,77.0,77.0,8.0,0.0,77.0,1.0,54.069355693,11
2.0,1.0,6,1,1,150.0,150.0,2.0,9.0,77.0,1.0,77.0,5.0,8003.616859427188,,,80.389594947,11
2.0,1.0,7,1,1,170.0,50.0,2.0,2.0,77.0,1.0,77.0,6.0,4810.687752502014,,,612.22579147,11
2.0,1.0,6,1,1,120.0,30.0,3.0,8.0,1.0,77.0,,4.0,6492.5417340633385,77.0,1.0,40.414232465,11
2.0,1.0,6,1,1,200.0,150.0,2.0,8.0,77.0,1.0,77.0,8.0,3255.7212078563807,,,55.806555255,11
2.0,1.0,7,1,1,200.0,0.0,2.0,3.0,77.0,1.0,77.0,7.0,7275.303882833146,,1.0,54.069355693,11
1.0,1.0,3,1,2,193.0,0.0,,,77.0,77.0,77.0,,0.0,77.0,1.0,891.08127574,11
1.0,2.0,3,1,2,100.0,0.0,3.0,5.0,2.0,77.0,2.0,,0.0,77.0,,549.59231247,11
2.0,1.0,7,1,2,,,,,77.0,77.0,77.0,,8850.496155522134,77.0,,138.13147418,11
2.0,1.0,6,1,1,,400.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,93.047593504,11
2.0,1.0,7,1,3,250.0,,,,77.0,77.0,77.0,,11732.493311110777,77.0,,392.83401812,11
2.0,1.0,6,1,1,250.0,150.0,2.0,8.0,77.0,1.0,77.0,6.0,4145.133899477848,,,57.77454569,11
2.0,2.0,3,1,2,100.0,35.0,2.0,3.0,77.0,2.0,77.0,3.0,11663.50693799376,4.0,,762.46048398,11
1.0,2.0,6,1,1,150.0,100.0,1.0,2.0,77.0,77.0,77.0,,0.0,77.0,1.0,80.389594947,11
2.0,2.0,3,1,1,50.0,0.0,2.0,2.0,77.0,1.0,77.0,1.0,344.039352742543,,,568.16930248,11
2.0,1.0,7,1,1,200.0,200.0,2.0,3.0,77.0,1.0,77.0,8.0,1114.3983815862978,,,55.806555255,11
2.0,1.0,6,1,4,200.0,200.0,2.0,9.0,77.0,1.0,77.0,4.0,0.0,,,138.63335259,11
1.0,2.0,4,1,1,,,,,77.0,77.0,77.0,,399.6631893352788,77.0,,115.5568061,11
2.0,1.0,7,1,1,,,2.0,9.0,77.0,1.0,77.0,8.0,0.0,,1.0,56.538982314,11
2.0,1.0,7,1,1,80.0,30.0,3.0,3.0,1.0,77.0,,,0.0,77.0,1.0,55.157586462,11
2.0,1.0,6,1,1,150.0,350.0,3.0,6.0,1.0,77.0,,7.0,3893.3541845712225,77.0,,344.44637013,11
2.0,1.0,7,1,3,50.0,20.0,3.0,9.0,1.0,77.0,,1.0,0.0,77.0,,936.67433763,11
1.0,1.0,7,1,1,500.0,100.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,,87.829654772,11
