unemployed,ANYWORK,education_level,latino,race,home_food_costs,outside_food_costs,housing_status,LIVQTR,owe_backrent,owe_backmortgage,expect_eviction,income_bracket,income,expect_foreclosure,use_credit_cards,weight,EST_ST
2.0,2.0,7,1,1,500.0,500.0,1.0,8.0,77.0,77.0,77.0,6.0,3537.826868616163,77.0,,56.538982314,11
2.0,1.0,5,1,2,200.0,60.0,2.0,3.0,77.0,1.0,77.0,4.0,1964.5112090949651,,,81.006254031,11
2.0,1.0,6,1,2,90.0,25.0,3.0,9.0,1.0,77.0,,4.0,0.0,77.0,,138.13147418,11
1.0,1.0,6,1,1,150.0,150.0,3.0,5.0,1.0,77.0,,7.0,0.0,77.0,,167.5928172,11
2.0,1.0,7,1,3,,,,,77.0,77.0,77.0,,11781.83530048596,77.0,,138.63335259,11
1.0,1.0,6,2,2,100.0,50.0,2.0,2.0,77.0,1.0,77.0,8.0,8302.426739283628,,,54.391850865,11
1.0,2.0,6,1,2,100.0,10.0,3.0,9.0,2.0,77.0,2.0,4.0,1442.183049779847,77.0,,95.65147396,11
2.0,1.0,7,1,1,95.0,50.0,2.0,9.0,77.0,1.0,77.0,6.0,0.0,,,93.047593504,11
2.0,1.0,7,1,1,250.0,230.0,2.0,9.0,77.0,1.0,77.0,8.0,9810.161529755338,,1.0,56.538982314,11
1.0,1.0,6,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,298.66076603,11
2.0,2.0,7,1,1,,,3.0,9.0,1.0,77.0,,,0.0,77.0,1.0,80.389594947,11
1.0,1.0,7,1,1,300.0,40.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,40.414232465,11
2.0,2.0,7,1,1,115.0,0.0,1.0,9.0,77.0,77.0,77.0,2.0,1191.9387685428221,77.0,,56.538982314,11
1.0,2.0,4,2,1,100.0,40.0,3.0,9.0,1.0,77.0,,6.0,0.0,77.0,,667.48512618,11
2.0,1.0,7,1,2,300.0,75.0,2.0,2.0,77.0,1.0,77.0,3.0,2026.8593452270104,,,107.8796218,11
2.0,1.0,6,1,2,300.0,500.0,1.0,3.0,77.0,77.0,77.0,4.0,1438.268206533191,77.0,1.0,95.65147396,11
2.0,1.0,7,1,1,220.0,150.0,2.0,3.0,77.0,1.0,77.0,7.0,0.0,,,150.17999935,11
2.0,1.0,7,1,1,100.0,0.0,3.0,9.0,1.0,77.0,,7.0,0.0,77.0,,55.806555255,11
2.0,1.0,4,1,4,,,,,77.0,77.0,77.0,,14192.083428160639,77.0,,234.07046623,11
2.0,2.0,7,1,1,50.0,40.0,3.0,9.0,1.0,77.0,,5.0,0.0,77.0,,80.389594947,11
2.0,1.0,7,1,1,250.0,120.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,150.17999935,11
2.0,1.0,7,1,1,150.0,25.0,3.0,8.0,1.0,77.0,,2.0,0.0,77.0,1.0,68.094076165,11
2.0,1.0,7,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,133.76810475,11
2.0,2.0,4,1,2,20.0,0.0,3.0,7.0,2.0,77.0,4.0,1.0,0.0,77.0,,256.78216107,11
2.0,2.0,7,1,2,100.0,0.0,1.0,8.0,77.0,77.0,77.0,1.0,0.0,77.0,,133.03419262,11
2.0,1.0,7,1,1,160.0,100.0,2.0,9.0,77.0,1.0,77.0,8.0,9214.320060033784,,,56.538982314,11
2.0,1.0,7,1,1,75.0,60.0,3.0,9.0,1.0,77.0,,7.0,0.0,77.0,,54.069355693,11
2.0,1.0,7,1,1,300.0,100.0,2.0,2.0,77.0,1.0,77.0,5.0,0.0,,,40.414232465,11
2.0,1.0,7,1,1,48.0,0.0,2.0,4.0,77.0,1.0,77.0,4.0,135.06735400269895,,,52.742529497,11
2.0,2.0,3,1,2,250.0,75.0,3.0,9.0,2.0,77.0,2.0,1.0,0.0,77.0,,549.59231247,11
2.0,2.0,7,1,1,,,,,77.0,77.0,77.0,,5176.208191555215,77.0,,57.77454569,11
2.0,2.0,6,1,1,125.0,225.0,2.0,8.0,77.0,1.0,77.0,8.0,537.9973108712484,,,80.389594947,11
2.0,1.0,5,1,1,300.0,70.0,2.0,5.0,77.0,1.0,77.0,7.0,0.0,,,57.436265081,11
2.0,1.0,7,1,1,,,1.0,2.0,77.0,77.0,77.0,,2425.391515022445,77.0,,56.538982314,11
2.0,1.0,7,1,1,300.0,100.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,1022.5456796,11
2.0,1.0,7,1,1,250.0,200.0,2.0,5.0,77.0,1.0,77.0,6.0,154.71752332219225,,,54.069355693,11
2.0,1.0,7,1,1,200.0,50.0,2.0,3.0,77.0,1.0,77.0,8.0,2741.9251714056713,,,51.796716957,11
2.0,2.0,6,1,1,,,,,77.0,77.0,77.0,,6279.246133646275,77.0,,80.389594947,11
2.0,1.0,3,1,1,85.0,0.0,2.0,9.0,77.0,1.0,77.0,7.0,0.0,,,306.45706268,11
2.0,2.0,6,1,2,,,2.0,2.0,77.0,1.0,77.0,7.0,0.0,,,133.03419262,11
1.0,1.0,3,2,4,225.0,225.0,3.0,7.0,1.0,77.0,,1.0,0.0,77.0,1.0,453.9405908,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,167.5928172,11
2.0,2.0,7,1,1,150.0,20.0,2.0,6.0,77.0,1.0,77.0,4.0,5464.254841456953,,,56.538982314,11
2.0,2.0,4,1,2,75.0,0.0,1.0,2.0,77.0,77.0,77.0,2.0,548.6438169262474,77.0,,183.87281211,11
2.0,1.0,6,1,1,120.0,60.0,2.0,2.0,77.0,1.0,77.0,,15251.976250691903,,,52.742529497,11
2.0,1.0,3,1,4,80.0,0.0,2.0,3.0,77.0,1.0,77.0,6.0,0.0,,,626.02659742,11
2.0,1.0,7,1,1,,400.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,1.0,435.76317268,11
2.0,1.0,7,1,1,30.0,20.0,2.0,3.0,77.0,1.0,77.0,8.0,2804.652931819214,,1.0,87.829654772,11
1.0,1.0,7,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,55.157586462,11
2.0,1.0,7,1,2,100.0,50.0,3.0,9.0,1.0,77.0,,5.0,9089.85692266807,77.0,,108.61604004,11
1.0,2.0,6,1,1,150.0,150.0,2.0,7.0,77.0,1.0,77.0,6.0,0.0,,1.0,93.047593504,11
2.0,2.0,4,1,1,,,,,77.0,77.0,77.0,,696.9450855625099,77.0,,137.01810073,11
2.0,1.0,7,1,1,150.0,100.0,2.0,8.0,77.0,1.0,77.0,7.0,3080.0327896246285,,,54.069355693,11
1.0,1.0,6,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,74.386360892,11
2.0,1.0,7,1,1,100.0,200.0,3.0,5.0,1.0,77.0,,8.0,20137.093992246428,77.0,,87.829654772,11
1.0,1.0,6,1,1,100.0,30.0,2.0,5.0,77.0,1.0,77.0,8.0,4336.0514000747,,,54.069355693,11
2.0,1.0,7,1,4,500.0,150.0,2.0,3.0,77.0,1.0,77.0,8.0,10907.390303551127,,,138.63335259,11
2.0,2.0,3,1,2,,72.0,3.0,3.0,2.0,77.0,2.0,1.0,0.0,77.0,1.0,335.90647223,11
2.0,2.0,4,1,2,100.0,0.0,3.0,5.0,1.0,77.0,,1.0,4882.2085223185595,77.0,,81.006254031,11
1.0,1.0,4,1,1,100.0,40.0,3.0,9.0,1.0,77.0,,5.0,0.0,77.0,1.0,115.89084824,11
1.0,1.0,7,1,2,300.0,100.0,2.0,2.0,77.0,2.0,77.0,8.0,0.0,4.0,,122.21400107,11
1.0,1.0,6,1,2,200.0,20.0,,,77.0,77.0,77.0,,0.0,77.0,,122.21400107,11
2.0,2.0,6,1,1,300.0,0.0,1.0,2.0,77.0,77.0,77.0,5.0,12798.846504016245,77.0,1.0,40.414232465,11
2.0,1.0,7,1,1,150.0,50.0,3.0,3.0,1.0,77.0,,5.0,12832.466339750932,77.0,1.0,51.796716957,11
1.0,1.0,7,1,3,200.0,30.0,2.0,9.0,77.0,1.0,77.0,5.0,0.0,,,109.52223174,11
1.0,1.0,7,1,1,200.0,150.0,3.0,5.0,1.0,77.0,,4.0,0.0,77.0,,51.796716957,11
2.0,1.0,7,1,1,100.0,40.0,1.0,2.0,77.0,77.0,77.0,4.0,7839.444086590477,77.0,,51.796716957,11
1.0,1.0,7,1,1,150.0,50.0,3.0,9.0,1.0,77.0,,6.0,0.0,77.0,,52.742529497,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,15266.438068926283,77.0,1.0,150.17999935,11
1.0,2.0,4,1,2,,,,,77.0,77.0,77.0,,795.1155057251274,77.0,,183.87281211,11
1.0,1.0,7,1,4,144.0,0.0,2.0,3.0,77.0,1.0,77.0,6.0,1097.8846534353825,,,138.63335259,11
2.0,1.0,7,1,1,225.0,0.0,2.0,9.0,77.0,1.0,77.0,7.0,0.0,,,51.796716957,11
2.0,1.0,6,1,1,150.0,75.0,1.0,9.0,77.0,77.0,77.0,8.0,13231.879714210947,77.0,,51.796716957,11
2.0,1.0,5,1,2,80.0,25.0,3.0,4.0,1.0,77.0,,4.0,0.0,77.0,,81.006254031,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,6154.247997747386,77.0,1.0,87.829654772,11
2.0,2.0,7,1,1,75.0,100.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,1.0,80.389594947,11
2.0,1.0,5,1,2,0.0,0.0,1.0,3.0,77.0,77.0,77.0,4.0,7039.014910304023,77.0,,256.78216107,11
2.0,1.0,7,1,1,300.0,70.0,2.0,2.0,77.0,1.0,77.0,6.0,1274.4796732092757,,,40.414232465,11
1.0,1.0,3,1,2,500.0,500.0,,,77.0,77.0,77.0,,20355.98684045807,77.0,,549.59231247,11
2.0,1.0,7,1,1,0.0,20.0,1.0,5.0,77.0,77.0,77.0,6.0,0.0,77.0,,93.047593504,11
2.0,1.0,6,1,1,75.0,25.0,,,77.0,77.0,77.0,,0.0,77.0,,55.806555255,11
1.0,1.0,7,1,4,200.0,100.0,3.0,9.0,1.0,77.0,,6.0,0.0,77.0,1.0,623.54800947,11
2.0,2.0,2,1,2,80.0,15.0,3.0,3.0,1.0,77.0,,1.0,7419.263512791113,77.0,,616.04287811,11
1.0,2.0,2,1,2,300.0,0.0,3.0,8.0,1.0,77.0,,2.0,2244.750353282865,77.0,1.0,891.08127574,11
1.0,2.0,7,2,2,,,,,77.0,77.0,77.0,,0.0,77.0,,78.319906896,11
2.0,1.0,3,1,1,150.0,0.0,3.0,9.0,1.0,77.0,,6.0,17146.588033348562,77.0,1.0,568.16930248,11
2.0,1.0,7,1,1,250.0,70.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,93.047593504,11
2.0,1.0,7,2,4,,,,,77.0,77.0,77.0,,0.0,77.0,,65.136620433,11
1.0,2.0,4,1,3,100.0,20.0,3.0,8.0,2.0,77.0,2.0,2.0,0.0,77.0,,150.97080221,11
1.0,2.0,4,2,2,200.0,200.0,3.0,6.0,2.0,77.0,3.0,2.0,0.0,77.0,,119.25440459,11
1.0,2.0,4,1,2,0.0,0.0,4.0,5.0,77.0,77.0,77.0,3.0,10050.066005882682,77.0,,81.006254031,11
1.0,1.0,7,1,1,500.0,250.0,2.0,2.0,77.0,1.0,77.0,8.0,79.81580736854846,,1.0,40.414232465,11
1.0,1.0,7,1,2,300.0,45.0,2.0,3.0,77.0,1.0,77.0,6.0,0.0,,,108.61604004,11
1.0,2.0,7,1,1,250.0,60.0,3.0,9.0,1.0,77.0,,6.0,0.0,77.0,,1748.9569576,11
2.0,1.0,7,1,1,150.0,0.0,3.0,9.0,1.0,77.0,,1.0,0.0,77.0,,374.51521627,11
2.0,1.0,6,1,1,60.0,50.0,3.0,8.0,1.0,77.0,,4.0,0.0,77.0,,131.37454267,11
1.0,1.0,6,2,1,50.0,20.0,3.0,7.0,1.0,77.0,,1.0,0.0,77.0,,324.44200618,11
2.0,1.0,7,1,1,100.0,0.0,2.0,2.0,77.0,1.0,77.0,8.0,5829.419505646773,,,52.742529497,11
2.0,2.0,6,1,1,85.0,0.0,1.0,3.0,77.0,77.0,77.0,5.0,2842.5642446061315,77.0,,80.389594947,11
2.0,2.0,4,1,2,150.0,25.0,3.0,6.0,1.0,77.0,,4.0,0.0,77.0,,204.64892199,11
1.0,2.0,4,1,2,192.0,8.0,3.0,6.0,1.0,77.0,,1.0,0.0,77.0,,145.67257955,11
1.0,1.0,6,1,1,400.0,80.0,2.0,3.0,77.0,1.0,77.0,8.0,7231.5635803299565,,,87.829654772,11
2.0,2.0,7,1,1,200.0,30.0,1.0,2.0,77.0,77.0,77.0,8.0,8155.230037756551,77.0,1.0,80.389594947,11
1.0,1.0,6,1,2,250.0,100.0,2.0,3.0,77.0,1.0,77.0,7.0,4554.17620001301,,1.0,108.61604004,11
2.0,1.0,4,1,2,,,,,77.0,77.0,77.0,,7585.9611806114435,77.0,,81.006254031,11
1.0,1.0,7,1,2,400.0,200.0,2.0,3.0,77.0,,77.0,,3088.225745847711,,,95.65147396,11
2.0,1.0,7,1,1,200.0,25.0,2.0,6.0,77.0,1.0,77.0,7.0,0.0,,,54.069355693,11
2.0,2.0,7,1,1,100.0,0.0,1.0,5.0,77.0,77.0,77.0,1.0,9779.324952319585,77.0,,52.742529497,11
2.0,1.0,7,2,1,150.0,40.0,2.0,3.0,77.0,1.0,77.0,7.0,4309.234822724486,,,78.319906896,11
2.0,1.0,7,1,1,70.0,0.0,2.0,3.0,77.0,1.0,77.0,6.0,0.0,,1.0,52.742529497,11
2.0,2.0,4,1,2,,0.0,2.0,2.0,77.0,1.0,77.0,5.0,0.0,,1.0,183.87281211,11
1.0,1.0,7,1,1,200.0,60.0,1.0,3.0,77.0,77.0,77.0,8.0,0.0,77.0,,56.538982314,11
2.0,1.0,3,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,260.89250226,11
2.0,2.0,6,1,1,75.0,230.0,2.0,9.0,77.0,1.0,77.0,7.0,9161.017555078632,,,56.538982314,11
1.0,2.0,6,1,1,440.0,0.0,,,77.0,77.0,77.0,,3162.3469067378865,77.0,,52.742529497,11
2.0,1.0,7,1,1,200.0,150.0,2.0,2.0,77.0,1.0,77.0,8.0,0.0,,1.0,55.157586462,11
1.0,1.0,6,1,2,75.0,0.0,1.0,3.0,77.0,77.0,77.0,5.0,6043.17578784551,77.0,,133.76810475,11
1.0,1.0,7,1,1,250.0,70.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,54.069355693,11
2.0,1.0,7,1,1,60.0,20.0,3.0,7.0,1.0,77.0,,5.0,3746.9318919101584,77.0,,167.5928172,11
2.0,1.0,7,1,2,200.0,50.0,2.0,2.0,77.0,1.0,77.0,6.0,0.0,,,95.65147396,11
1.0,1.0,6,1,2,,,,,77.0,77.0,77.0,,2029.1771906701897,77.0,,133.76810475,11
1.0,1.0,4,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,170.35479102,11
2.0,1.0,7,1,1,65.0,75.0,3.0,9.0,1.0,77.0,,4.0,0.0,77.0,,38.315729854,11
1.0,2.0,6,1,2,50.0,10.0,3.0,9.0,1.0,77.0,,4.0,5763.921330036283,77.0,1.0,3259.0008729,11
2.0,2.0,7,1,1,60.0,30.0,1.0,3.0,77.0,77.0,77.0,8.0,0.0,77.0,1.0,344.20609157,11
2.0,2.0,7,1,1,70.0,30.0,1.0,3.0,77.0,77.0,77.0,7.0,11195.049800263754,77.0,1.0,56.538982314,11
1.0,1.0,4,1,1,40.0,10.0,3.0,2.0,1.0,77.0,,7.0,0.0,77.0,1.0,88.60840646,11
2.0,1.0,6,1,1,150.0,0.0,2.0,8.0,77.0,1.0,77.0,7.0,9797.988578837196,,1.0,52.742529497,11
2.0,1.0,7,1,1,300.0,300.0,3.0,9.0,1.0,77.0,,6.0,197.8649563463075,77.0,1.0,93.047593504,11
2.0,1.0,7,1,3,200.0,75.0,2.0,9.0,77.0,1.0,77.0,7.0,3704.8542716551424,,,151.716277,11
2.0,1.0,7,1,1,140.0,100.0,2.0,3.0,77.0,1.0,77.0,8.0,9480.803197057872,,,150.17999935,11
2.0,1.0,4,1,2,170.0,50.0,1.0,3.0,77.0,77.0,77.0,5.0,6787.514871816211,77.0,,209.71633423,11
2.0,1.0,7,1,1,0.0,400.0,,,77.0,77.0,77.0,,0.0,77.0,,80.389594947,11
2.0,1.0,7,1,1,100.0,0.0,2.0,3.0,77.0,1.0,77.0,8.0,1432.8775454823613,,,51.796716957,11
2.0,2.0,6,1,1,350.0,0.0,3.0,9.0,1.0,77.0,,6.0,0.0,77.0,,57.77454569,11
2.0,2.0,7,1,1,80.0,0.0,3.0,9.0,1.0,77.0,,5.0,0.0,77.0,,56.538982314,11
1.0,1.0,6,1,1,100.0,60.0,3.0,9.0,1.0,77.0,,8.0,0.0,77.0,1.0,93.047593504,11
2.0,1.0,7,1,1,300.0,100.0,2.0,9.0,77.0,1.0,77.0,8.0,0.0,,,93.047593504,11
1.0,1.0,6,1,2,900.0,300.0,2.0,2.0,77.0,1.0,77.0,6.0,0.0,,1.0,133.76810475,11
2.0,1.0,7,1,1,150.0,200.0,2.0,8.0,77.0,1.0,77.0,6.0,13515.2490796549,,,40.414232465,11
2.0,2.0,4,1,2,58.0,12.0,3.0,6.0,1.0,77.0,,1.0,0.0,77.0,,204.64892199,11
2.0,2.0,7,1,1,200.0,0.0,1.0,2.0,77.0,77.0,77.0,6.0,0.0,77.0,,80.389594947,11
2.0,1.0,7,1,1,120.0,200.0,2.0,2.0,77.0,1.0,77.0,8.0,4060.8067378574383,,,150.17999935,11
1.0,1.0,3,2,4,300.0,300.0,3.0,2.0,1.0,77.0,,2.0,1089.3454147977147,77.0,,453.9405908,11
2.0,1.0,7,1,1,200.0,150.0,3.0,5.0,1.0,77.0,,6.0,0.0,77.0,,1582.777125,11
2.0,1.0,7,2,1,200.0,35.0,3.0,8.0,1.0,77.0,,6.0,3184.954430443174,77.0,,751.18473471,11
1.0,2.0,6,1,1,200.0,50.0,2.0,3.0,77.0,1.0,77.0,7.0,12773.941982863624,,1.0,57.77454569,11
2.0,1.0,7,1,1,120.0,50.0,2.0,3.0,77.0,1.0,77.0,4.0,6232.335966914531,,,52.742529497,11
2.0,1.0,7,1,1,150.0,0.0,2.0,9.0,77.0,1.0,77.0,7.0,0.0,,,57.77454569,11
1.0,1.0,4,1,2,220.0,0.0,3.0,5.0,1.0,77.0,,1.0,6481.614087010719,77.0,1.0,256.78216107,11
2.0,1.0,4,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,256.78216107,11
2.0,1.0,6,1,1,125.0,30.0,3.0,9.0,1.0,77.0,,7.0,5590.4804573295105,77.0,1.0,55.806555255,11
2.0,1.0,6,1,1,,,,,77.0,77.0,77.0,,10281.031872102041,77.0,,87.829654772,11
1.0,2.0,4,2,1,,,,,77.0,77.0,77.0,,0.0,77.0,,119.25440459,11
2.0,1.0,7,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,107.8796218,11
2.0,2.0,7,1,1,300.0,0.0,1.0,2.0,77.0,77.0,77.0,8.0,0.0,77.0,1.0,80.389594947,11
1.0,2.0,4,1,3,200.0,100.0,2.0,3.0,77.0,1.0,77.0,6.0,0.0,,,518.90574753,11
2.0,1.0,6,1,1,100.0,200.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,1330.0659025,11
2.0,1.0,7,1,1,300.0,125.0,3.0,3.0,1.0,77.0,,8.0,216.94856011941533,77.0,,51.796716957,11
1.0,1.0,6,1,4,275.0,300.0,3.0,2.0,1.0,77.0,,4.0,9262.6328575687,77.0,1.0,109.52223174,11
1.0,2.0,7,1,2,150.0,100.0,2.0,5.0,77.0,1.0,77.0,6.0,2196.239075925343,,1.0,95.65147396,11
1.0,2.0,3,1,2,249.0,200.0,,,77.0,77.0,77.0,,3545.6017753453953,77.0,,496.83719384,11
2.0,2.0,6,1,1,100.0,200.0,2.0,3.0,77.0,1.0,77.0,8.0,12285.609989985684,,,51.796716957,11
2.0,1.0,7,1,1,150.0,0.0,2.0,9.0,77.0,1.0,77.0,8.0,0.0,,,87.829654772,11
1.0,1.0,6,1,1,,,2.0,2.0,77.0,1.0,77.0,,0.0,,1.0,56.538982314,11
2.0,1.0,7,1,1,,,1.0,3.0,77.0,77.0,77.0,,0.0,77.0,1.0,150.17999935,11
2.0,1.0,4,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,81.006254031,11
2.0,1.0,7,1,1,175.0,75.0,2.0,3.0,77.0,1.0,77.0,7.0,0.0,,,87.829654772,11
2.0,1.0,7,1,1,200.0,50.0,1.0,8.0,77.0,77.0,77.0,6.0,7777.932290005445,77.0,,52.742529497,11
2.0,2.0,7,1,1,200.0,35.0,2.0,7.0,77.0,1.0,77.0,6.0,0.0,,,56.538982314,11
2.0,2.0,7,1,2,80.0,35.0,4.0,2.0,77.0,77.0,77.0,4.0,0.0,77.0,1.0,74.386360892,11
1.0,2.0,7,1,1,120.0,50.0,3.0,9.0,2.0,77.0,3.0,3.0,0.0,77.0,,56.538982314,11
1.0,1.0,7,1,1,80.0,10.0,2.0,3.0,77.0,1.0,77.0,6.0,0.0,,,55.806555255,11
1.0,1.0,7,1,3,100.0,140.0,2.0,5.0,77.0,1.0,77.0,7.0,0.0,,1.0,181.68687756,11
2.0,2.0,7,1,1,100.0,55.0,1.0,9.0,77.0,77.0,77.0,4.0,5662.75546896301,77.0,,80.389594947,11
1.0,2.0,5,1,4,100.0,20.0,3.0,9.0,1.0,77.0,,1.0,0.0,77.0,,234.07046623,11
2.0,1.0,6,1,2,175.0,120.0,2.0,3.0,77.0,2.0,77.0,7.0,9188.40813073898,4.0,,133.76810475,11
2.0,2.0,6,1,1,300.0,100.0,1.0,3.0,77.0,77.0,77.0,7.0,344.81476159204186,77.0,,55.157586462,11
1.0,1.0,4,1,2,100.0,100.0,2.0,3.0,77.0,2.0,77.0,4.0,0.0,2.0,1.0,174.83785779,11
2.0,1.0,7,1,1,100.0,20.0,3.0,9.0,1.0,77.0,,6.0,0.0,77.0,,93.047593504,11
2.0,1.0,7,1,2,70.0,30.0,3.0,4.0,1.0,77.0,,8.0,0.0,77.0,,122.21400107,11
2.0,2.0,7,1,1,300.0,0.0,1.0,4.0,77.0,77.0,77.0,5.0,0.0,77.0,,80.389594947,11
2.0,2.0,7,1,1,15.0,15.0,1.0,3.0,77.0,77.0,77.0,8.0,2292.4019413806554,77.0,,80.389594947,11
2.0,1.0,7,2,1,74.0,33.0,2.0,4.0,77.0,1.0,77.0,6.0,0.0,,,79.416093158,11
1.0,2.0,5,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,256.78216107,11
2.0,2.0,6,1,1,150.0,175.0,2.0,3.0,77.0,1.0,77.0,8.0,6236.98415844493,,1.0,316.45732394,11
1.0,1.0,6,1,1,100.0,20.0,2.0,7.0,77.0,1.0,77.0,5.0,0.0,,1.0,51.796716957,11
2.0,1.0,6,2,1,80.0,100.0,3.0,9.0,2.0,77.0,4.0,,0.0,77.0,1.0,78.319906896,11
2.0,1.0,4,1,2,100.0,50.0,,,77.0,77.0,77.0,,0.0,77.0,,232.13375704,11
1.0,2.0,4,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,252.89593777,11
1.0,1.0,4,1,2,,,,,77.0,77.0,77.0,,0.0,77.0,,145.67257955,11
1.0,2.0,4,1,4,150.0,50.0,3.0,9.0,1.0,77.0,,6.0,0.0,77.0,1.0,332.6386948,11
2.0,1.0,7,1,1,150.0,10.0,2.0,8.0,77.0,1.0,77.0,6.0,0.0,,,150.17999935,11
2.0,1.0,6,1,1,100.0,100.0,3.0,7.0,1.0,77.0,,4.0,0.0,77.0,,55.157586462,11
2.0,1.0,5,1,2,100.0,40.0,,,77.0,77.0,77.0,,0.0,77.0,1.0,145.67257955,11
2.0,2.0,6,1,1,125.0,125.0,2.0,3.0,77.0,1.0,77.0,8.0,751.246099130745,,,56.538982314,11
1.0,2.0,7,1,1,150.0,120.0,2.0,3.0,77.0,1.0,77.0,8.0,0.0,,,93.047593504,11
2.0,2.0,7,1,1,200.0,100.0,1.0,9.0,77.0,77.0,77.0,7.0,0.0,77.0,,56.538982314,11
2.0,2.0,7,1,1,85.0,50.0,1.0,3.0,77.0,77.0,77.0,2.0,0.0,77.0,,1507.6880808,11
2.0,1.0,6,1,1,200.0,120.0,3.0,4.0,1.0,77.0,,2.0,5502.652733860702,77.0,1.0,367.63137764,11
,,7,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,56.538982314,11
2.0,2.0,7,1,1,150.0,100.0,1.0,3.0,77.0,77.0,77.0,6.0,10437.885101481565,77.0,,56.538982314,11
1.0,2.0,7,1,2,200.0,0.0,2.0,3.0,77.0,1.0,77.0,3.0,23672.47774912688,,,133.03419262,11
2.0,2.0,3,1,2,55.0,0.0,3.0,6.0,1.0,77.0,,1.0,2215.74185479641,77.0,,721.08245031,11
2.0,2.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,80.389594947,11
2.0,1.0,6,2,1,,,,,77.0,77.0,77.0,,18553.796329253688,77.0,,78.319906896,11
1.0,1.0,7,2,1,150.0,60.0,1.0,3.0,77.0,77.0,77.0,8.0,0.0,77.0,,64.227511174,11
2.0,1.0,6,1,1,200.0,500.0,2.0,3.0,77.0,1.0,77.0,8.0,1957.7287024759487,,,150.17999935,11
2.0,1.0,7,1,1,500.0,200.0,2.0,2.0,77.0,1.0,77.0,6.0,191.53945515451386,,,87.829654772,11
2.0,1.0,6,1,1,100.0,100.0,3.0,8.0,1.0,77.0,,6.0,15800.856153454946,77.0,,68.094076165,11
2.0,2.0,6,1,1,200.0,75.0,3.0,9.0,1.0,77.0,,4.0,15355.20314264194,77.0,,548.47588005,11
2.0,1.0,4,1,2,160.0,20.0,3.0,3.0,1.0,77.0,,4.0,0.0,77.0,,145.67257955,11
2.0,1.0,7,1,1,150.0,0.0,2.0,3.0,77.0,1.0,77.0,7.0,0.0,,,51.796716957,11
1.0,2.0,1,2,3,,,,,77.0,77.0,77.0,,0.0,77.0,,420.19404469,11
2.0,2.0,7,1,4,,,,,77.0,77.0,77.0,,6112.305396761953,77.0,,88.575754397,11
2.0,1.0,6,1,1,50.0,50.0,2.0,2.0,77.0,1.0,77.0,4.0,5663.731465282393,,,80.389594947,11
1.0,2.0,6,1,1,,,,,77.0,77.0,77.0,,0.0,77.0,,54.069355693,11
2.0,2.0,7,1,2,75.0,60.0,3.0,6.0,1.0,77.0,,1.0,0.0,77.0,,79.743425153,11
1.0,2.0,3,1,2,0.0,0.0,3.0,3.0,1.0,77.0,,1.0,12714.437833391512,77.0,,604.05659887,11
1.0,1.0,7,1,1,250.0,45.0,2.0,3.0,77.0,1.0,77.0,5.0,0.0,,,57.77454569,11
2.0,1.0,6,1,1,300.0,80.0,3.0,3.0,1.0,77.0,,3.0,0.0,77.0,,68.094076165,11
2.0,2.0,6,1,1,,,,,77.0,77.0,77.0,,2180.841662492406,77.0,,52.742529497,11
2.0,2.0,7,2,1,350.0,25.0,3.0,9.0,1.0,77.0,,3.0,5501.617180765162,77.0,,2153.4868181,11
1.0,1.0,3,1,1,600.0,0.0,2.0,2.0,77.0,1.0,77.0,8.0,16255.866789492578,,,634.43110783,11
2.0,1.0,4,1,2,100.0,100.0,3.0,9.0,1.0,77.0,,4.0,6709.645892513359,77.0,1.0,1415.4972097,11
1.0,2.0,3,1,2,,,,,77.0,77.0,77.0,,8631.53413942299,77.0,,496.83719384,11
2.0,1.0,6,1,2,100.0,40.0,2.0,3.0,77.0,1.0,77.0,4.0,19342.999817865428,,,133.76810475,11
2.0,2.0,7,1,1,275.0,125.0,3.0,9.0,1.0,77.0,,8.0,0.0,77.0,,80.389594947,11
